step,station_id,water_level,max_water_level,inflow,outflow,gate_opening,total_generated,total_revenue
7926,0,67262.04918272758,2500000,10321.0,25000.0,1.0,3342708.327655095,492556.46194610244
7927,0,52582.91465862922,2500000,10321.0,25000.0,1.0,3343283.327655095,492604.2444461024
7928,0,38212.809492799905,2500000,10630.0,25000.0,1.0,3343858.327655095,492634.3744461024
7929,0,23842.73306718092,2500000,10630.0,25000.0,1.0,3344433.327655095,492664.5044461024
7930,0,10629.952314533866,2500000,10630.0,23842.73306718092,1.0,3344981.71051564,492693.239707995
7931,0,10629.978740095372,2500000,10630.0,10629.952314533866,1.0,3345226.1994188745,492706.05092652445
7932,0,11491.978740042521,2500000,11492.0,10629.978740095372,1.0,3345470.688929897,492724.4854356555
7933,0,11491.977016042521,2500000,11492.0,11491.978740042521,1.0,3345735.0044409176,492744.4148251865
7934,0,11491.977016045968,2500000,11492.0,11491.977016042521,1.0,3345999.3199122865,492764.34421172773
7935,0,11491.977016045968,2500000,11492.0,11491.977016045968,1.0,3346263.6353836553,492784.273598269
7936,0,7803.977016045968,2500000,7804.0,11491.977016045968,1.0,3346527.950855024,492804.7580473001
7937,0,7803.984392045968,2500000,7804.0,7803.977016045968,1.0,3346707.4423263934,492818.6686363312
7938,0,7803.984392031216,2500000,7804.0,7803.984392045968,1.0,3346886.9339674106,492832.57923851005
7939,0,7803.984392031216,2500000,7804.0,7803.984392031216,1.0,3347066.4256084273,492846.4898406888
7940,0,10665.984392031216,2500000,10666.0,7803.984392031216,1.0,3347245.917249444,492858.98245890357
7941,0,10665.978668031217,2500000,10666.0,10665.984392031216,1.0,3347491.2348904605,492876.0565667183
7942,0,10665.978668042664,2500000,10666.0,10665.978668031217,1.0,3347736.5523998253,492893.1306653701
7943,0,10665.978668042664,2500000,10666.0,10665.978668042664,1.0,3347981.86990919,492910.2047640219
7944,0,18611.978668042662,2500000,18612.0,10665.978668042664,1.0,3348227.187418555,492957.42838457465
7945,0,18611.962776042667,2500000,18612.0,18611.978668042662,1.0,3348655.26292792,493039.83292012743
7946,0,18611.962776074448,2500000,18612.0,18611.962776042667,1.0,3349083.338071769,493122.2373853184
7947,0,18611.962776074448,2500000,18612.0,18611.962776074448,1.0,3349511.413215619,493204.64185050945
7948,0,28461.962776074448,2500000,28462.0,18611.962776074448,1.0,3349939.488359469,493337.0026849878
7949,0,31923.9058521489,2500000,28462.0,25000.0,1.0,3350514.488359469,493514.79268498777
7950,0,35385.842004337195,2500000,28462.0,25000.0,1.0,3351089.488359469,493692.58268498775
7951,0,38847.77123265319,2500000,28462.0,25000.0,1.0,3351664.488359469,493870.3726849877
7952,0,32368.69353711073,2500000,18521.0,25000.0,1.0,3352239.488359469,494003.4851849877
7953,0,25889.628799723658,2500000,18521.0,25000.0,1.0,3352814.488359469,494136.5976849877
7954,0,19410.57702046606,2500000,18521.0,25000.0,1.0,3353389.488359469,494269.7101849877
7955,0,18520.96117884596,2500000,18521.0,19410.57702046606,1.0,3353835.9316309397,494373.06180233316
7956,0,17456.96295807764,2500000,17457.0,18520.96117884596,1.0,3354261.9137380533,494491.99600663927
7957,0,17456.965086074084,2500000,17457.0,17456.96295807764,1.0,3354663.423886089,494604.09763997083
7958,0,17456.965086069828,2500000,17457.0,17456.965086074084,1.0,3355064.9340830687,494716.1992869676
7959,0,17456.965086069828,2500000,17457.0,17456.965086069828,1.0,3355466.4442800484,494828.30093396426
7960,0,11344.965086069828,2500000,11345.0,17456.965086069828,1.0,3355867.954477028,494914.1839650982
7961,0,11344.977310069828,2500000,11345.0,11344.965086069828,1.0,3356128.8886740077,494969.9977898321
7962,0,11344.97731004538,2500000,11345.0,11344.977310069828,1.0,3356389.8231521393,495025.8116747045
7963,0,11344.97731004538,2500000,11345.0,11344.97731004538,1.0,3356650.7576302704,495081.6255595767
7964,0,18726.977310045382,2500000,18727.0,11344.97731004538,1.0,3356911.6921084016,495122.51399229985
7965,0,18726.962546045383,2500000,18727.0,18726.977310045382,1.0,3357342.4125865325,495190.007891223
7966,0,18726.96254607491,2500000,18727.0,18726.962546045383,1.0,3357773.1327250917,495257.5017369352
7967,0,18726.96254607491,2500000,18727.0,18726.96254607491,1.0,3358203.8528636512,495324.99558264756
7968,0,20438.96254607491,2500000,20439.0,18726.96254607491,1.0,3358634.573002211,495383.53044947784
7969,0,20438.95912207491,2500000,20439.0,20438.96254607491,1.0,3359104.6691407706,495447.4165147081
7970,0,20438.959122081757,2500000,20439.0,20438.95912207491,1.0,3359574.765200578,495511.30256923597
7971,0,20438.959122081757,2500000,20439.0,20438.959122081757,1.0,3360044.861260386,495575.18862376385
7972,0,11126.959122081757,2500000,11127.0,20438.959122081757,1.0,3360514.957320194,495623.2794506822
7973,0,11126.977746081757,2500000,11127.0,11126.959122081757,1.0,3360770.8773800023,495649.4600728006
7974,0,11126.97774604451,2500000,11127.0,11126.977746081757,1.0,3361026.7978681624,495675.64073873934
7975,0,11126.97774604451,2500000,11127.0,11126.97774604451,1.0,3361282.7183563216,495701.821404678
7976,0,6855.977746044508,2500000,6856.0,11126.97774604451,1.0,3361538.6388444807,495723.2675415857
7977,0,6855.986288044508,2500000,6856.0,6855.977746044508,1.0,3361696.32633264,495736.4817530934
7978,0,6855.986288027424,2500000,6856.0,6855.986288044508,1.0,3361854.014017265,495749.695981065
7979,0,6855.986288027424,2500000,6856.0,6855.986288027424,1.0,3362011.7017018893,495762.91020903655
7980,0,3993.9862880274245,2500000,3994.0,6855.986288027424,1.0,3362169.3893865137,495777.41747602203
7981,0,3993.992012027424,2500000,3994.0,3993.9862880274245,1.0,3362261.2510711383,495785.8687510075
7982,0,3993.9920120159763,2500000,3994.0,3993.992012027424,1.0,3362353.112887415,495794.32003810495
7983,0,3993.9920120159763,2500000,3994.0,3993.9920120159763,1.0,3362444.9747036914,495802.77132520237
7984,0,1564.9920120159763,2500000,1565.0,3993.9920120159763,1.0,3362536.8365199678,495809.8630574189
7985,0,1564.9968700159761,2500000,1565.0,1564.9920120159763,1.0,3362572.831336244,495812.64185723546
7986,0,1564.99687000626,2500000,1565.0,1564.9968700159761,1.0,3362608.8262642543,495815.42066567787
7987,0,1564.99687000626,2500000,1565.0,1564.99687000626,1.0,3362644.8211922646,495818.1994741203
7988,0,613.9968700062601,2500000,614.0,1564.99687000626,1.0,3362680.816120275,495820.5859378473
7989,0,613.99877200626,2500000,614.0,613.9968700062601,1.0,3362694.938048285,495821.5222216744
7990,0,613.998772002456,2500000,614.0,613.99877200626,1.0,3362709.060020041,495822.4585084018
7991,0,613.998772002456,2500000,614.0,613.998772002456,1.0,3362723.1819917974,495823.39479512925
7992,0,4533.9987720024565,2500000,4534.0,613.998772002456,1.0,3362737.3039635536,495824.96939498006
7993,0,4533.990932002456,2500000,4534.0,4533.9987720024565,1.0,3362841.5859353095,495836.5968348309
7994,0,4533.990932018136,2500000,4534.0,4533.990932002456,1.0,3362945.8677267455,495848.224254576
7995,0,4533.990932018136,2500000,4534.0,4533.990932018136,1.0,3363050.149518182,495859.85167432117
7996,0,10256.990932018136,2500000,10257.0,4533.990932018136,1.0,3363154.4313096185,495872.97032368387
7997,0,10256.979486018137,2500000,10257.0,10256.990932018136,1.0,3363390.3421010547,495902.64790124656
7998,0,10256.97948604103,2500000,10257.0,10256.979486018137,1.0,3363626.252629233,495932.3254456914
7999,0,10256.97948604103,2500000,10257.0,10256.97948604103,1.0,3363862.163157412,495962.00299013633
8000,0,20953.97948604103,2500000,20954.0,10256.97948604103,1.0,3364098.0736855906,495980.78146817937
8001,0,20953.95809204103,2500000,20954.0,20953.97948604103,1.0,3364580.0152137694,496019.1440138224
8002,0,20953.958092083816,2500000,20954.0,20953.95809204103,1.0,3365061.956249886,496057.5065202973
8003,0,20953.958092083816,2500000,20954.0,20953.958092083816,1.0,3365543.897286004,496095.8690267723
8004,0,36447.95809208382,2500000,36448.0,20953.958092083816,1.0,3366025.8383221216,496126.327700255
8005,0,47895.88519616764,2500000,36448.0,25000.0,1.0,3366600.8383221216,496162.667700255
8006,0,59343.78940439725,2500000,36448.0,25000.0,1.0,3367175.8383221216,496199.007700255
8007,0,70791.67071681844,2500000,36448.0,25000.0,1.0,3367750.8383221216,496235.34770025505
8008,0,71060.529133477,2500000,25269.0,25000.0,1.0,3368325.8383221216,496295.49270025507
8009,0,71329.38701241874,2500000,25269.0,25000.0,1.0,3368900.8383221216,496355.6377002551
8010,0,71598.24435364471,2500000,25269.0,25000.0,1.0,3369475.8383221216,496415.7827002551
8011,0,71867.10115715601,2500000,25269.0,25000.0,1.0,3370050.8383221216,496475.9277002551
8012,0,70134.9574229537,2500000,23268.0,25000.0,1.0,3370625.8383221216,496544.58270025515
8013,0,68402.81715303885,2500000,23268.0,25000.0,1.0,3371200.8383221216,496613.2377002552
8014,0,66670.68034740454,2500000,23268.0,25000.0,1.0,3371775.8383221216,496681.8927002552
8015,0,64938.54700604385,2500000,23268.0,25000.0,1.0,3372350.8383221216,496750.54770025524
8016,0,49894.41712894985,2500000,9956.0,25000.0,1.0,3372925.8383221216,496789.7052002552
8017,0,34850.317340115595,2500000,9956.0,25000.0,1.0,3373500.8383221216,496828.8627002552
8018,0,19806.247639480916,2500000,9956.0,25000.0,1.0,3374075.8383221216,496868.02020025515
8019,0,9955.960387504721,2500000,9956.0,19806.247639480916,1.0,3374531.38201783,496899.04272593284
8020,0,16595.980088079225,2500000,16596.0,9955.960387504721,1.0,3374760.3691067426,496929.65829972044
8021,0,16595.966808039826,2500000,16596.0,16595.980088079225,1.0,3375142.0766487685,496980.6925980893
8022,0,16595.966808066383,2500000,16596.0,16595.966808039826,1.0,3375523.7838853532,497031.7268556207
8023,0,16595.966808066383,2500000,16596.0,16595.966808066383,1.0,3375905.491121939,497082.76111315214
8024,0,12607.966808066385,2500000,12608.0,16595.966808066383,1.0,3376287.1983585246,497106.4651325441
8025,0,12607.974784066384,2500000,12608.0,12607.966808066385,1.0,3376577.1815951103,497124.4730915361
8026,0,12607.974784050433,2500000,12608.0,12607.974784066384,1.0,3376867.165015144,497142.4810619202
8027,0,12607.974784050433,2500000,12608.0,12607.974784050433,1.0,3377157.148435177,497160.4890323042
8028,0,7521.974784050432,2500000,7522.0,12607.974784050433,1.0,3377447.13185521,497174.78521491186
8029,0,7521.984956050433,2500000,7522.0,7521.974784050432,1.0,3377620.137275243,497183.3143821195
8030,0,7521.984956030088,2500000,7522.0,7521.984956050433,1.0,3377793.142929232,497191.8435608612
8031,0,7521.984956030088,2500000,7522.0,7521.984956030088,1.0,3377966.148583221,497200.3727396028
8032,0,7340.984956030088,2500000,7341.0,7521.984956030088,1.0,3378139.1542372094,497212.9848517786
8033,0,7340.985318030088,2500000,7341.0,7340.984956030088,1.0,3378307.996891198,497225.29348125437
8034,0,7340.985318029364,2500000,7341.0,7340.985318030088,1.0,3378476.839553513,497237.6021113371
8035,0,7340.985318029364,2500000,7341.0,7340.985318029364,1.0,3378645.682215828,497249.9107414199
8036,0,11668.985318029365,2500000,11669.0,7340.985318029364,1.0,3378814.524878143,497262.77655228827
8037,0,11668.976662029365,2500000,11669.0,11668.985318029365,1.0,3379082.9115404575,497283.2276159566
8038,0,11668.976662046676,2500000,11669.0,11668.976662029365,1.0,3379351.2980036843,497303.6786644545
8039,0,11668.976662046676,2500000,11669.0,11668.976662046676,1.0,3379619.6844669115,497324.1297129524
8040,0,9423.976662046676,2500000,9424.0,11668.976662046676,1.0,3379888.0709301387,497350.29739311704
8041,0,9423.981152046676,2500000,9424.0,9423.976662046676,1.0,3380104.8223933657,497371.4306607817
8042,0,9423.981152037697,2500000,9424.0,9423.981152046676,1.0,3380321.573959863,497392.56393851514
8043,0,9423.981152037697,2500000,9424.0,9423.981152037697,1.0,3380538.3255263595,497413.6972162486
8044,0,20401.981152037697,2500000,20402.0,9423.981152037697,1.0,3380755.077092856,497461.75103854097
8045,0,20401.959196037697,2500000,20402.0,20401.981152037697,1.0,3381224.3226593533,497565.7827806333
8046,0,20401.95919608161,2500000,20402.0,20401.959196037697,1.0,3381693.567720862,497669.81441076985
8047,0,20401.95919608161,2500000,20402.0,20401.95919608161,1.0,3382162.812782372,497773.84604090656
8048,0,17816.95919608161,2500000,17817.0,20401.95919608161,1.0,3382632.0578438817,497878.3469161048
8049,0,17816.964366081607,2500000,17817.0,17816.95919608161,1.0,3383041.8479053914,497969.607162803
8050,0,17816.964366071268,2500000,17817.0,17816.964366081607,1.0,3383451.6380858114,498060.8674359825
8051,0,17816.964366071268,2500000,17817.0,17816.964366071268,1.0,3383861.428266231,498152.12770916196
8052,0,12052.964366071268,2500000,12053.0,17816.964366071268,1.0,3384271.2184466505,498231.13525594684
8053,0,12052.975894071269,2500000,12053.0,12052.964366071268,1.0,3384548.43662707,498284.58292113175
8054,0,12052.975894048213,2500000,12053.0,12052.975894071269,1.0,3384825.6550726336,498338.03063743643
8055,0,12052.975894048213,2500000,12053.0,12052.975894048213,1.0,3385102.873518197,498391.478353741
8056,0,11413.975894048213,2500000,11414.0,12052.975894048213,1.0,3385380.09196376,498451.1357632262
8057,0,11413.977172048213,2500000,11414.0,11413.975894048213,1.0,3385642.613409323,498507.6303783114
8058,0,11413.977172045656,2500000,11414.0,11413.977172048213,1.0,3385905.13488428,498564.1249997222
8059,0,11413.977172045657,2500000,11414.0,11413.977172045656,1.0,3386167.656359237,498620.6196211329
8060,0,14991.977172045656,2500000,14992.0,11413.977172045657,1.0,3386430.177834194,498653.5398140925
8061,0,14991.970016045656,2500000,14992.0,14991.977172045656,1.0,3386774.9933091514,498696.77967465215
8062,0,14991.97001605997,2500000,14992.0,14991.970016045656,1.0,3387119.8086195206,498740.0195145724
8063,0,14991.97001605997,2500000,14992.0,14991.97001605997,1.0,3387464.62392989,498783.2593544927
8064,0,14713.970016059968,2500000,14714.0,14991.97001605997,1.0,3387809.439240259,498817.0167733779
8065,0,14713.970572059969,2500000,14714.0,14713.970016059968,1.0,3388147.8605506285,498850.14821966307
8066,0,14713.970572058857,2500000,14714.0,14713.970572059969,1.0,3388486.281873786,498883.2796672002
8067,0,14713.970572058857,2500000,14714.0,14713.970572058857,1.0,3388824.7031969433,498916.4111147373
8068,0,4717.970572058857,2500000,4718.0,14713.970572058857,1.0,3389163.1245201007,498931.0986001623
8069,0,4717.990564058856,2500000,4718.0,4717.970572058857,1.0,3389271.637843258,498935.80807838734
8070,0,4717.990564018872,2500000,4718.0,4717.990564058856,1.0,3389380.1516262316,498940.5175765684
8071,0,4717.990564018873,2500000,4718.0,4717.990564018872,1.0,3389488.665409204,498945.2270747494
8072,0,7302.990564018872,2500000,7303.0,4717.990564018873,1.0,3389597.1791921766,498954.9065041906
8073,0,7302.985394018872,2500000,7303.0,7302.990564018872,1.0,3389765.147975149,498969.88931963174
8074,0,7302.985394029212,2500000,7303.0,7302.985394018872,1.0,3389933.1166392113,498984.8721244661
8075,0,7302.985394029212,2500000,7303.0,7302.985394029212,1.0,3390101.085303274,498999.8549293005
8076,0,2174.9853940292123,2500000,2175.0,7302.985394029212,1.0,3390269.0539673367,499008.27015937003
8077,0,2174.995650029212,2500000,2175.0,2174.9853940292123,1.0,3390319.078631399,499010.7763950396
8078,0,2174.9956500087,2500000,2175.0,2174.995650029212,1.0,3390369.10353135,499013.2826425271
8079,0,2174.9956500087,2500000,2175.0,2174.9956500087,1.0,3390419.1284313,499015.7888900146
8080,0,1598.9956500087,2500000,1599.0,2174.9956500087,1.0,3390469.1533312504,499019.73585462064
8081,0,1598.9968020087001,2500000,1599.0,1598.9956500087,1.0,3390505.9302312005,499022.6375520267
8082,0,1598.9968020063961,2500000,1599.0,1598.9968020087001,1.0,3390542.707157647,499025.5392515233
8083,0,1598.9968020063961,2500000,1599.0,1598.9968020063961,1.0,3390579.484084093,499028.44095101993
8084,0,841.996802006396,2500000,842.0,1598.9968020063961,1.0,3390616.2610105393,499031.7876513265
8085,0,841.9983160063961,2500000,842.0,841.996802006396,1.0,3390635.626936985,499033.5499506331
8086,0,841.998316003368,2500000,842.0,841.9983160063961,1.0,3390654.9928982533,499035.3122531085
8087,0,841.998316003368,2500000,842.0,841.998316003368,1.0,3390674.3588595213,499037.0745555839
8088,0,6334.998316003368,2500000,6335.0,841.998316003368,1.0,3390693.7248207894,499040.0898357533
8089,0,6334.987330003369,2500000,6335.0,6334.998316003368,1.0,3390839.4297820576,499062.77609822276
8090,0,6334.98733002534,2500000,6335.0,6334.987330003369,1.0,3390985.134490648,499085.46232135023
8091,0,6334.98733002534,2500000,6335.0,6334.98733002534,1.0,3391130.8391992385,499108.14854447776
8092,0,8479.98733002534,2500000,8480.0,6334.98733002534,1.0,3391276.543907829,499123.3018341712
8093,0,8479.98304002534,2500000,8480.0,8479.98733002534,1.0,3391471.5836164197,499143.5859638646
8094,0,8479.98304003392,2500000,8480.0,8479.98304002534,1.0,3391666.6232263404,499163.8700832963
8095,0,8479.98304003392,2500000,8480.0,8479.98304003392,1.0,3391861.662836261,499184.15420272807
8096,0,6178.983040033921,2500000,6179.0,8479.98304003392,1.0,3392056.702446182,499188.7376335612
8097,0,6178.987642033921,2500000,6179.0,6178.983040033921,1.0,3392198.8190561025,499192.07737389434
8098,0,6178.9876420247165,2500000,6179.0,6178.987642033921,1.0,3392340.9357718695,499195.4171167149
8099,0,6178.9876420247165,2500000,6179.0,6178.9876420247165,1.0,3392483.052487636,499198.7568595354
8100,0,39551.98764202472,2500000,39552.0,6178.9876420247165,1.0,3392625.1692034025,499208.506066237
8101,0,54103.908538049436,2500000,39552.0,25000.0,1.0,3393200.1692034025,499247.951066237
8102,0,68655.80033023236,2500000,39552.0,25000.0,1.0,3393775.1692034025,499287.396066237
8103,0,83207.6630186317,2500000,39552.0,25000.0,1.0,3394350.1692034025,499326.841066237
8104,0,103903.49660330567,2500000,45696.0,25000.0,1.0,3394925.1692034025,499435.573566237
8105,0,124599.28879631247,2500000,45696.0,25000.0,1.0,3395500.1692034025,499544.306066237
8106,0,145295.03959773487,2500000,45696.0,25000.0,1.0,3396075.1692034025,499653.03856623697
8107,0,165990.7490076557,2500000,45696.0,25000.0,1.0,3396650.1692034025,499761.77106623695
8108,0,174007.41702615767,2500000,33017.0,25000.0,1.0,3397225.1692034025,499859.233566237
8109,0,182024.06901132362,2500000,33017.0,25000.0,1.0,3397800.1692034025,499956.696066237
8110,0,190040.70496318562,2500000,33017.0,25000.0,1.0,3398375.1692034025,500054.158566237
8111,0,198057.3248817757,2500000,33017.0,25000.0,1.0,3398950.1692034025,500151.62106623704
8112,0,192954.92876712597,2500000,19898.0,25000.0,1.0,3399525.1692034025,500229.87856623705
8113,0,187852.54285726845,2500000,19898.0,25000.0,1.0,3400100.1692034025,500308.13606623706
8114,0,182750.16715218275,2500000,19898.0,25000.0,1.0,3400675.1692034025,500386.39356623706
8115,0,177647.80165184845,2500000,19898.0,25000.0,1.0,3401250.1692034025,500464.6510662371
8116,0,166466.44635624514,2500000,13819.0,25000.0,1.0,3401825.1692034025,500528.64856623707
8117,0,155285.11342335245,2500000,13819.0,25000.0,1.0,3402400.1692034025,500592.64606623707
8118,0,144103.8028531256,2500000,13819.0,25000.0,1.0,3402975.1692034025,500656.64356623706
8119,0,132922.5146455199,2500000,13819.0,25000.0,1.0,3403550.1692034025,500720.64106623706
8120,0,123070.24880049062,2500000,15148.0,25000.0,1.0,3404125.1692034025,500763.5360662371
8121,0,113218.00265999303,2500000,15148.0,25000.0,1.0,3404700.1692034025,500806.4310662371
8122,0,103365.77622398772,2500000,15148.0,25000.0,1.0,3405275.1692034025,500849.3260662371
8123,0,93513.56949243527,2500000,15148.0,25000.0,1.0,3405850.1692034025,500892.22106623714
8124,0,75666.3824652963,2500000,7153.0,25000.0,1.0,3406425.1692034025,500919.18856623716
8125,0,57819.231132531364,2500000,7153.0,25000.0,1.0,3407000.1692034025,500946.1560662372
8126,0,39972.115494069105,2500000,7153.0,25000.0,1.0,3407575.1692034025,500973.1235662372
8127,0,22125.035549838118,2500000,7153.0,25000.0,1.0,3408150.1692034025,501000.09106623725
8128,0,7052.955749928902,2500000,7053.0,22125.035549838118,1.0,3408659.0450210487,501035.76326105424
8129,0,7052.985894088501,2500000,7053.0,7052.955749928902,1.0,3408821.263003297,501047.13474160986
8130,0,7052.985894028212,2500000,7053.0,7052.985894088501,1.0,3408983.481678861,501058.5062707669
8131,0,7052.985894028212,2500000,7053.0,7052.985894028212,1.0,3409145.700354424,501069.8777999238
8132,0,10647.985894028212,2500000,10648.0,7052.985894028212,1.0,3409307.9190299865,501081.1519978754
8133,0,10647.978704028212,2500000,10648.0,10647.985894028212,1.0,3409552.822705549,501098.17280332703
8134,0,10647.978704042593,2500000,10648.0,10647.978704028212,1.0,3409797.726215742,501115.1935972854
8135,0,10647.978704042593,2500000,10648.0,10647.978704042593,1.0,3410042.629725935,501132.2143912438
8136,0,19931.978704042594,2500000,19932.0,10647.978704042593,1.0,3410287.533236128,501182.7134950456
8137,0,19931.96013604259,2500000,19932.0,19931.978704042594,1.0,3410745.968746321,501277.24289724743
8138,0,19931.960136079728,2500000,19932.0,19931.96013604259,1.0,3411204.40382945,501371.7722113886
8139,0,19931.960136079728,2500000,19932.0,19931.960136079728,1.0,3411662.8389125797,501466.30152553
8140,0,42600.960136079724,2500000,42601.0,19931.960136079728,1.0,3412121.2739957096,501678.5111255108
8141,0,60201.87493415945,2500000,42601.0,25000.0,1.0,3412696.2739957096,501944.6786255108
8142,0,77802.75453040958,2500000,42601.0,25000.0,1.0,3413271.2739957096,502210.84612551075
8143,0,95403.59892490052,2500000,42601.0,25000.0,1.0,3413846.2739957096,502477.01362551074
8144,0,94625.40811770268,2500000,24222.0,25000.0,1.0,3414421.2739957096,502651.0661255107
8145,0,93847.21886688645,2500000,24222.0,25000.0,1.0,3414996.2739957096,502825.1186255107
8146,0,93069.03117244873,2500000,24222.0,25000.0,1.0,3415571.2739957096,502999.1711255107
8147,0,92290.84503438638,2500000,24222.0,25000.0,1.0,3416146.2739957096,503173.2236255107
8148,0,81041.66045269632,2500000,13751.0,25000.0,1.0,3416721.2739957096,503299.6661255107
8149,0,69792.49836937542,2500000,13751.0,25000.0,1.0,3417296.2739957096,503426.1086255107
8150,0,58543.35878437868,2500000,13751.0,25000.0,1.0,3417871.2739957096,503552.5511255107
8151,0,47294.24169766111,2500000,13751.0,25000.0,1.0,3418446.2739957096,503678.9936255107
8152,0,31687.14710917772,2500000,9393.0,25000.0,1.0,3419021.2739957096,503780.82612551074
8153,0,16080.083734883503,2500000,9393.0,25000.0,1.0,3419596.2739957096,503882.65862551075
8154,0,9392.96783983253,2500000,9393.0,16080.083734883503,1.0,3419966.115921612,503948.15763058804
8155,0,9392.98121406432,2500000,9393.0,9392.96783983253,1.0,3420182.154181928,503986.41800649004
8156,0,8786.981214037572,2500000,8787.0,9392.98121406432,1.0,3420398.1927498514,504002.2968412324
8157,0,8786.982426037572,2500000,8787.0,8786.981214037572,1.0,3420600.2933177743,504017.1512329747
8158,0,8786.982426035149,2500000,8787.0,8786.982426037572,1.0,3420802.393913573,504032.00562676595
8159,0,8786.982426035149,2500000,8787.0,8786.982426035149,1.0,3421004.494509372,504046.8600205572
8160,0,13018.982426035149,2500000,13019.0,8786.982426035149,1.0,3421206.5951051707,504064.36193215335
8161,0,13018.973962035148,2500000,13019.0,13018.982426035149,1.0,3421506.0317009697,504090.2931413495
8162,0,13018.973962052076,2500000,13019.0,13018.973962035148,1.0,3421805.4681020966,504116.2243336871
8163,0,13018.973962052076,2500000,13019.0,13018.973962052076,1.0,3422104.904503224,504142.1555260247
8164,0,8485.973962052078,2500000,8486.0,13018.973962052076,1.0,3422404.3409043513,504165.5115653126
8165,0,8485.983028052076,2500000,8486.0,8485.973962052078,1.0,3422599.5183054786,504180.73540260055
8166,0,8485.983028033945,2500000,8486.0,8485.983028052076,1.0,3422794.695915124,504195.95925615286
8167,0,8485.983028033945,2500000,8486.0,8485.983028033945,1.0,3422989.8735247687,504211.18310970516
8168,0,5476.983028033945,2500000,5477.0,8485.983028033945,1.0,3423185.0511344136,504224.2404917904
8169,0,5476.989046033944,2500000,5477.0,5476.983028033945,1.0,3423311.0217440585,504232.66792557563
8170,0,5476.9890460219085,2500000,5477.0,5476.989046033944,1.0,3423436.9924921175,504241.09536862076
8171,0,5476.9890460219085,2500000,5477.0,5476.9890460219085,1.0,3423562.963240176,504249.5228116659
8172,0,3270.989046021908,2500000,3271.0,5476.9890460219085,1.0,3423688.9339882345,504259.0210060695
8173,0,3270.9934580219083,2500000,3271.0,3270.989046021908,1.0,3423764.166736293,504264.6935552731
8174,0,3270.993458013084,2500000,3271.0,3270.9934580219083,1.0,3423839.3995858277,504270.366112128
8175,0,3270.9934580130844,2500000,3271.0,3270.993458013084,1.0,3423914.632435362,504276.0386689829
8176,0,1251.9934580130841,2500000,1252.0,3270.9934580130844,1.0,3423989.865284896,504280.6805357992
8177,0,1251.997496013084,2500000,1252.0,1251.9934580130841,1.0,3424018.66113443,504282.45723971544
8178,0,1251.997496005008,2500000,1252.0,1251.997496013084,1.0,3424047.4570768387,504284.233949362
8179,0,1251.997496005008,2500000,1252.0,1251.997496005008,1.0,3424076.2530192467,504286.0106590086
8180,0,1008.9974960050081,2500000,1009.0,1251.997496005008,1.0,3424105.048961655,504289.1465371368
8181,0,1008.997982005008,2500000,1009.0,1008.9974960050081,1.0,3424128.255904063,504291.67377316504
8182,0,1008.9979820040361,2500000,1009.0,1008.997982005008,1.0,3424151.462857649,504294.20101041056
8183,0,1008.9979820040361,2500000,1009.0,1008.9979820040361,1.0,3424174.6698112353,504296.7282476561
8184,0,4726.997982004036,2500000,4727.0,1008.9979820040361,1.0,3424197.8767648214,504299.42489566276
8185,0,4726.990546004036,2500000,4727.0,4726.997982004036,1.0,3424306.5977184074,504312.0582704695
8186,0,4726.990546018908,2500000,4727.0,4726.990546004036,1.0,3424415.3185009654,504324.6916254027
8187,0,4726.990546018908,2500000,4727.0,4726.990546018908,1.0,3424524.039283524,504337.324980336
8188,0,12574.990546018907,2500000,12575.0,4726.990546018908,1.0,3424632.7600660822,504354.08972500655
8189,0,12574.974850018909,2500000,12575.0,12574.990546018907,1.0,3424921.984848641,504398.68818647705
8190,0,12574.974850050301,2500000,12575.0,12574.974850018909,1.0,3425211.2092701914,504443.28659228014
8191,0,12574.974850050301,2500000,12575.0,12574.974850050301,1.0,3425500.4336917424,504487.88499808335
8192,0,23142.9748500503,2500000,23143.0,12574.974850050301,1.0,3425789.6581132933,504513.3078247377
8193,0,23142.9537140503,2500000,23143.0,23142.9748500503,1.0,3426321.9465348446,504560.09597699204
8194,0,23142.953714092575,2500000,23143.0,23142.9537140503,1.0,3426854.234470268,504606.88408651575
8195,0,23142.95371409257,2500000,23143.0,23142.953714092575,1.0,3427386.522405692,504653.6721960395
8196,0,39280.953714092575,2500000,39281.0,23142.95371409257,1.0,3427918.810341116,504689.9210044419
8197,0,53561.87515218515,2500000,39281.0,25000.0,1.0,3428493.810341116,504729.0785044419
8198,0,67842.76802843485,2500000,39281.0,25000.0,1.0,3429068.810341116,504768.23600444186
8199,0,82123.6323428988,2500000,39281.0,25000.0,1.0,3429643.810341116,504807.39350444183
8200,0,95134.46809563412,2500000,38011.0,25000.0,1.0,3430218.810341116,504897.84100444184
8201,0,108145.27782669793,2500000,38011.0,25000.0,1.0,3430793.810341116,504988.28850444185
8202,0,121156.06153614228,2500000,38011.0,25000.0,1.0,3431368.810341116,505078.73600444186
8203,0,134166.81922401921,2500000,38011.0,25000.0,1.0,3431943.810341116,505169.18350444187
8204,0,128910.55089038078,2500000,19744.0,25000.0,1.0,3432518.810341116,505227.43100444187
8205,0,123654.29306927901,2500000,19744.0,25000.0,1.0,3433093.810341116,505285.67850444186
