month,day,hour,base_price_€kWh,final_price_€kWh
3,31,19,0.2739,0.2317
3,31,20,0.2757,0.2498
3,31,21,0.252,0.232
3,31,22,0.1782,0.2353
3,31,23,0.1318,0.1502
4,1,0,0.0996,0.0719
4,1,1,0.0826,0.0876
4,1,2,0.0731,0.0823
4,1,3,0.069,0.0886
4,1,4,0.0738,0.103
4,1,5,0.0808,0.0603
4,1,6,0.1104,0.088
4,1,7,0.1469,0.1007
4,1,8,0.091,0.0857
4,1,9,0.0623,0.0696
4,1,10,0.1239,0.1545
4,1,11,0.1229,0.1206
4,1,12,0.1228,0.113
4,1,13,0.1206,0.1251
4,1,14,0.059,0.0467
4,1,15,0.0589,0.0897
4,1,16,0.0595,0.0356
4,1,17,0.0586,0.0613
4,1,18,0.1548,0.2332
4,1,19,0.2602,0.2606
4,1,20,0.2619,0.2495
4,1,21,0.2394,0.218
4,1,22,0.1693,0.1617
4,1,23,0.1252,0.1682
4,2,0,0.0996,0.0445
4,2,1,0.0826,0.1142
4,2,2,0.0731,0.0471
4,2,3,0.069,0.0644
4,2,4,0.0738,0.0659
4,2,5,0.0808,0.0927
4,2,6,0.1104,0.0663
4,2,7,0.1469,0.1638
4,2,8,0.091,0.1371
4,2,9,0.0623,0.0411
4,2,10,0.1239,0.1298
4,2,11,0.1229,0.1026
4,2,12,0.1228,0.1359
4,2,13,0.1206,0.1211
4,2,14,0.059,0.0495
4,2,15,0.0589,0.0661
4,2,16,0.0595,0.0863
4,2,17,0.0586,0.0558
4,2,18,0.1548,0.1827
4,2,19,0.2602,0.1761
4,2,20,0.2619,0.1993
4,2,21,0.2394,0.2677
4,2,22,0.1693,0.2321
4,2,23,0.1252,0.1363
4,3,0,0.0996,0.0918
4,3,1,0.0826,0.0825
4,3,2,0.0731,0.0503
4,3,3,0.069,0.0794
4,3,4,0.0738,0.0901
4,3,5,0.0808,0.0717
4,3,6,0.1104,0.0974
4,3,7,0.1469,0.1566
4,3,8,0.091,0.0811
4,3,9,0.0623,0.0613
4,3,10,0.1239,0.1889
4,3,11,0.1229,0.1153
4,3,12,0.1228,0.1118
4,3,13,0.1206,0.101
4,3,14,0.059,0.07
4,3,15,0.0589,0.0562
4,3,16,0.0595,0.0498
4,3,17,0.0586,0.078
4,3,18,0.1548,0.2098
4,3,19,0.2602,0.2211
4,3,20,0.2619,0.1397
4,3,21,0.2394,0.2997
4,3,22,0.1693,0.1403
4,3,23,0.1252,0.15
4,4,0,0.0996,0.0505
4,4,1,0.0826,0.101
4,4,2,0.0731,0.051
4,4,3,0.069,0.0816
4,4,4,0.0738,0.0741
4,4,5,0.0808,0.0616
4,4,6,0.1104,0.0992
4,4,7,0.1469,0.1721
4,4,8,0.091,0.0934
4,4,9,0.0623,0.0714
4,4,10,0.1239,0.1851
4,4,11,0.1229,0.0749
4,4,12,0.1228,0.1725
4,4,13,0.1206,0.1237
4,4,14,0.059,0.0457
4,4,15,0.0589,0.0393
4,4,16,0.0595,0.0567
4,4,17,0.0586,0.0721
4,4,18,0.1548,0.1499
4,4,19,0.2602,0.3585
4,4,20,0.2619,0.1669
4,4,21,0.2394,0.2387
4,4,22,0.1693,0.1163
4,4,23,0.1252,0.1366
4,5,0,0.0996,0.1216
4,5,1,0.0826,0.0739
4,5,2,0.0731,0.0255
4,5,3,0.069,0.0724
4,5,4,0.0738,0.0819
4,5,5,0.0808,0.089
4,5,6,0.1104,0.1445
4,5,7,0.1469,0.1075
4,5,8,0.091,0.1065
4,5,9,0.0623,0.0809
4,5,10,0.1239,0.0688
4,5,11,0.1229,0.1328
4,5,12,0.1228,0.1074
4,5,13,0.1206,0.1181
4,5,14,0.059,0.0641
4,5,15,0.0589,0.0517
4,5,16,0.0595,0.0494
4,5,17,0.0586,0.0591
4,5,18,0.1548,0.1128
4,5,19,0.2602,0.1896
4,5,20,0.2619,0.3064
4,5,21,0.2394,0.1706
4,5,22,0.1693,0.1975
4,5,23,0.1252,0.1397
4,6,0,0.0996,0.0566
4,6,1,0.0826,0.0686
4,6,2,0.0731,0.095
4,6,3,0.069,0.0521
4,6,4,0.0738,0.0652
4,6,5,0.0808,0.0902
4,6,6,0.1104,0.132
4,6,7,0.1469,0.1376
4,6,8,0.091,0.0774
4,6,9,0.0623,0.0845
4,6,10,0.1239,0.1777
4,6,11,0.1229,0.153
4,6,12,0.1228,0.1255
4,6,13,0.1206,0.0962
4,6,14,0.059,0.0467
4,6,15,0.0589,0.0666
4,6,16,0.0595,0.0657
4,6,17,0.0586,0.0792
4,6,18,0.1548,0.18
4,6,19,0.2602,0.1624
4,6,20,0.2619,0.3308
4,6,21,0.2394,0.1797
4,6,22,0.1693,0.153
4,6,23,0.1252,0.133
4,7,0,0.0996,0.1492
4,7,1,0.0826,0.1467
4,7,2,0.0731,0.0842
4,7,3,0.069,0.0658
4,7,4,0.0738,0.0837
4,7,5,0.0808,0.0988
4,7,6,0.1104,0.1015
4,7,7,0.1469,0.2128
4,7,8,0.091,0.0962
4,7,9,0.0623,0.0701
4,7,10,0.1239,0.1445
4,7,11,0.1229,0.1359
4,7,12,0.1228,0.1486
4,7,13,0.1206,0.102
4,7,14,0.059,0.0508
4,7,15,0.0589,0.0427
4,7,16,0.0595,0.066
4,7,17,0.0586,0.07
4,7,18,0.1548,0.1726
4,7,19,0.2602,0.3691
4,7,20,0.2619,0.2615
4,7,21,0.2394,0.2794
4,7,22,0.1693,0.1231
4,7,23,0.1252,0.1131
4,8,0,0.0996,0.1169
4,8,1,0.0826,0.1001
4,8,2,0.0731,0.0678
4,8,3,0.069,0.0677
4,8,4,0.0738,0.0458
4,8,5,0.0808,0.0736
4,8,6,0.1104,0.135
4,8,7,0.1469,0.168
4,8,8,0.091,0.1024
4,8,9,0.0623,0.0631
4,8,10,0.1239,0.1241
4,8,11,0.1229,0.1026
4,8,12,0.1228,0.1443
4,8,13,0.1206,0.1332
4,8,14,0.059,0.0663
4,8,15,0.0589,0.0512
4,8,16,0.0595,0.0275
4,8,17,0.0586,0.0747
4,8,18,0.1548,0.1363
4,8,19,0.2602,0.2041
4,8,20,0.2619,0.3073
4,8,21,0.2394,0.2159
4,8,22,0.1693,0.2141
4,8,23,0.1252,0.1445
4,9,0,0.0996,0.1166
4,9,1,0.0826,0.0544
4,9,2,0.0731,0.0953
4,9,3,0.069,0.0735
4,9,4,0.0738,0.067
4,9,5,0.0808,0.0837
4,9,6,0.1104,0.0614
4,9,7,0.1469,0.1619
4,9,8,0.091,0.0676
4,9,9,0.0623,0.0412
4,9,10,0.1239,0.0767
4,9,11,0.1229,0.1571
4,9,12,0.1228,0.1035
4,9,13,0.1206,0.1668
4,9,14,0.059,0.0511
4,9,15,0.0589,0.0338
4,9,16,0.0595,0.0429
4,9,17,0.0586,0.0767
4,9,18,0.1548,0.1488
4,9,19,0.2602,0.2245
4,9,20,0.2619,0.2724
4,9,21,0.2394,0.2694
4,9,22,0.1693,0.2166
4,9,23,0.1252,0.1706
4,10,0,0.0996,0.0906
4,10,1,0.0826,0.0552
4,10,2,0.0731,0.0656
4,10,3,0.069,0.0735
4,10,4,0.0738,0.056
4,10,5,0.0808,0.0615
4,10,6,0.1104,0.1199
4,10,7,0.1469,0.1451
4,10,8,0.091,0.0918
4,10,9,0.0623,0.0505
4,10,10,0.1239,0.1167
4,10,11,0.1229,0.0945
4,10,12,0.1228,0.1502
4,10,13,0.1206,0.1518
4,10,14,0.059,0.0318
4,10,15,0.0589,0.0452
4,10,16,0.0595,0.0372
4,10,17,0.0586,0.0491
4,10,18,0.1548,0.1516
4,10,19,0.2602,0.1659
4,10,20,0.2619,0.2016
4,10,21,0.2394,0.1793
4,10,22,0.1693,0.1781
4,10,23,0.1252,0.1274
4,11,0,0.0996,0.0816
4,11,1,0.0826,0.0862
4,11,2,0.0731,0.0632
4,11,3,0.069,0.0643
4,11,4,0.0738,0.1047
4,11,5,0.0808,0.1079
4,11,6,0.1104,0.0745
4,11,7,0.1469,0.1773
4,11,8,0.091,0.1095
4,11,9,0.0623,0.0444
4,11,10,0.1239,0.1492
4,11,11,0.1229,0.1702
4,11,12,0.1228,0.0884
4,11,13,0.1206,0.0929
4,11,14,0.059,0.074
4,11,15,0.0589,0.0629
4,11,16,0.0595,0.0677
4,11,17,0.0586,0.0636
4,11,18,0.1548,0.17
4,11,19,0.2602,0.1739
4,11,20,0.2619,0.3305
4,11,21,0.2394,0.3094
4,11,22,0.1693,0.1596
4,11,23,0.1252,0.1238
4,12,0,0.0996,0.0615
4,12,1,0.0826,0.0932
4,12,2,0.0731,0.0836
4,12,3,0.069,0.0679
4,12,4,0.0738,0.0946
4,12,5,0.0808,0.0741
4,12,6,0.1104,0.126
4,12,7,0.1469,0.1094
4,12,8,0.091,0.0905
4,12,9,0.0623,0.0596
4,12,10,0.1239,0.1309
4,12,11,0.1229,0.1116
4,12,12,0.1228,0.1188
4,12,13,0.1206,0.1455
4,12,14,0.059,0.0526
4,12,15,0.0589,0.0352
4,12,16,0.0595,0.0855
4,12,17,0.0586,0.0789
4,12,18,0.1548,0.1048
4,12,19,0.2602,0.3051
4,12,20,0.2619,0.229
4,12,21,0.2394,0.2552
4,12,22,0.1693,0.1817
4,12,23,0.1252,0.1179
4,13,0,0.0996,0.0801
4,13,1,0.0826,0.0683
4,13,2,0.0731,0.0564
4,13,3,0.069,0.0546
4,13,4,0.0738,0.0726
4,13,5,0.0808,0.0664
4,13,6,0.1104,0.1292
4,13,7,0.1469,0.2015
4,13,8,0.091,0.0778
4,13,9,0.0623,0.066
4,13,10,0.1239,0.1394
4,13,11,0.1229,0.1374
4,13,12,0.1228,0.1252
4,13,13,0.1206,0.1429
4,13,14,0.059,0.0661
4,13,15,0.0589,0.0407
4,13,16,0.0595,0.0724
4,13,17,0.0586,0.0716
4,13,18,0.1548,0.1253
4,13,19,0.2602,0.2627
4,13,20,0.2619,0.3067
4,13,21,0.2394,0.2269
4,13,22,0.1693,0.2147
4,13,23,0.1252,0.1992
4,14,0,0.0996,0.08
4,14,1,0.0826,0.0541
4,14,2,0.0731,0.0787
4,14,3,0.069,0.0814
4,14,4,0.0738,0.0696
4,14,5,0.0808,0.1102
4,14,6,0.1104,0.0734
4,14,7,0.1469,0.1723
4,14,8,0.091,0.0772
4,14,9,0.0623,0.0891
4,14,10,0.1239,0.1856
4,14,11,0.1229,0.0994
4,14,12,0.1228,0.106
4,14,13,0.1206,0.1465
4,14,14,0.059,0.0533
4,14,15,0.0589,0.0582
4,14,16,0.0595,0.0598
4,14,17,0.0586,0.0305
4,14,18,0.1548,0.1543
4,14,19,0.2602,0.2153
4,14,20,0.2619,0.2296
4,14,21,0.2394,0.3258
4,14,22,0.1693,0.1161
4,14,23,0.1252,0.1507
4,15,0,0.0996,0.0926
4,15,1,0.0826,0.0768
4,15,2,0.0731,0.0876
4,15,3,0.069,0.0748
4,15,4,0.0738,0.0843
4,15,5,0.0808,0.1004
4,15,6,0.1104,0.1012
4,15,7,0.1469,0.1244
4,15,8,0.091,0.0663
4,15,9,0.0623,0.0495
4,15,10,0.1239,0.2152
4,15,11,0.1229,0.1612
4,15,12,0.1228,0.0813
4,15,13,0.1206,0.0807
4,15,14,0.059,0.0661
4,15,15,0.0589,0.067
4,15,16,0.0595,0.0676
4,15,17,0.0586,0.0549
4,15,18,0.1548,0.15
4,15,19,0.2602,0.2815
4,15,20,0.2619,0.2675
4,15,21,0.2394,0.1066
4,15,22,0.1693,0.1596
4,15,23,0.1252,0.0986
4,16,0,0.0996,0.1039
4,16,1,0.0826,0.1442
4,16,2,0.0731,0.0799
4,16,3,0.069,0.0636
4,16,4,0.0738,0.0908
4,16,5,0.0808,0.0906
4,16,6,0.1104,0.122
4,16,7,0.1469,0.1692
4,16,8,0.091,0.1378
4,16,9,0.0623,0.0447
4,16,10,0.1239,0.1385
4,16,11,0.1229,0.0945
4,16,12,0.1228,0.1399
4,16,13,0.1206,0.0929
4,16,14,0.059,0.0528
4,16,15,0.0589,0.0546
4,16,16,0.0595,0.074
4,16,17,0.0586,0.0721
4,16,18,0.1548,0.1066
4,16,19,0.2602,0.2638
4,16,20,0.2619,0.2155
4,16,21,0.2394,0.1641
4,16,22,0.1693,0.1601
4,16,23,0.1252,0.1156
4,17,0,0.0996,0.16
4,17,1,0.0826,0.0915
4,17,2,0.0731,0.048
4,17,3,0.069,0.0592
4,17,4,0.0738,0.0927
4,17,5,0.0808,0.1231
4,17,6,0.1104,0.0666
4,17,7,0.1469,0.0778
4,17,8,0.091,0.1336
4,17,9,0.0623,0.0684
4,17,10,0.1239,0.097
4,17,11,0.1229,0.1394
4,17,12,0.1228,0.0419
4,17,13,0.1206,0.1207
4,17,14,0.059,0.0638
4,17,15,0.0589,0.0725
4,17,16,0.0595,0.0444
4,17,17,0.0586,0.0599
4,17,18,0.1548,0.119
4,17,19,0.2602,0.2768
4,17,20,0.2619,0.2033
4,17,21,0.2394,0.215
4,17,22,0.1693,0.1271
4,17,23,0.1252,0.1456
4,18,0,0.0996,0.1209
4,18,1,0.0826,0.0777
4,18,2,0.0731,0.0738
4,18,3,0.069,0.044
4,18,4,0.0738,0.0683
4,18,5,0.0808,0.0798
4,18,6,0.1104,0.1827
4,18,7,0.1469,0.106
4,18,8,0.091,0.1243
4,18,9,0.0623,0.0779
4,18,10,0.1239,0.1326
4,18,11,0.1229,0.177
4,18,12,0.1228,0.1343
4,18,13,0.1206,0.1323
4,18,14,0.059,0.0582
4,18,15,0.0589,0.0769
4,18,16,0.0595,0.0758
4,18,17,0.0586,0.0494
4,18,18,0.1548,0.1038
4,18,19,0.2602,0.247
4,18,20,0.2619,0.2095
4,18,21,0.2394,0.2356
4,18,22,0.1693,0.2217
4,18,23,0.1252,0.1109
4,19,0,0.0996,0.0985
4,19,1,0.0826,0.0838
4,19,2,0.0731,0.0887
4,19,3,0.069,0.0302
4,19,4,0.0738,0.0626
4,19,5,0.0808,0.0851
4,19,6,0.1104,0.1435
4,19,7,0.1469,0.1288
4,19,8,0.091,0.0483
4,19,9,0.0623,0.072
4,19,10,0.1239,0.1042
4,19,11,0.1229,0.0864
4,19,12,0.1228,0.1037
4,19,13,0.1206,0.115
4,19,14,0.059,0.0501
4,19,15,0.0589,0.0264
4,19,16,0.0595,0.0728
4,19,17,0.0586,0.0773
4,19,18,0.1548,0.1801
4,19,19,0.2602,0.1862
4,19,20,0.2619,0.2487
4,19,21,0.2394,0.239
4,19,22,0.1693,0.1946
4,19,23,0.1252,0.1461
4,20,0,0.0996,0.0813
4,20,1,0.0826,0.0842
4,20,2,0.0731,0.0815
4,20,3,0.069,0.0941
4,20,4,0.0738,0.0868
4,20,5,0.0808,0.0968
4,20,6,0.1104,0.1127
4,20,7,0.1469,0.1987
4,20,8,0.091,0.1003
4,20,9,0.0623,0.0489
4,20,10,0.1239,0.1673
4,20,11,0.1229,0.1444
4,20,12,0.1228,0.1092
4,20,13,0.1206,0.1061
4,20,14,0.059,0.0634
4,20,15,0.0589,0.0657
4,20,16,0.0595,0.0624
4,20,17,0.0586,0.0632
4,20,18,0.1548,0.2207
4,20,19,0.2602,0.3299
4,20,20,0.2619,0.2744
4,20,21,0.2394,0.2957
4,20,22,0.1693,0.1256
4,20,23,0.1252,0.1377
4,21,0,0.0996,0.1446
4,21,1,0.0826,0.0781
4,21,2,0.0731,0.0576
4,21,3,0.069,0.0577
4,21,4,0.0738,0.0537
4,21,5,0.0808,0.065
4,21,6,0.1104,0.1002
4,21,7,0.1469,0.0953
4,21,8,0.091,0.0914
4,21,9,0.0623,0.0764
4,21,10,0.1239,0.0958
4,21,11,0.1229,0.1696
4,21,12,0.1228,0.1385
4,21,13,0.1206,0.1516
4,21,14,0.059,0.0493
4,21,15,0.0589,0.0715
4,21,16,0.0595,0.0432
4,21,17,0.0586,0.0717
4,21,18,0.1548,0.1615
4,21,19,0.2602,0.2962
4,21,20,0.2619,0.1849
4,21,21,0.2394,0.1858
4,21,22,0.1693,0.1946
4,21,23,0.1252,0.0955
4,22,0,0.0996,0.1111
4,22,1,0.0826,0.0543
4,22,2,0.0731,0.0887
4,22,3,0.069,0.0477
4,22,4,0.0738,0.084
4,22,5,0.0808,0.0935
4,22,6,0.1104,0.0912
4,22,7,0.1469,0.1682
4,22,8,0.091,0.0969
4,22,9,0.0623,0.0539
4,22,10,0.1239,0.0926
4,22,11,0.1229,0.0626
4,22,12,0.1228,0.1336
4,22,13,0.1206,0.0734
4,22,14,0.059,0.0604
4,22,15,0.0589,0.055
4,22,16,0.0595,0.0696
4,22,17,0.0586,0.0542
4,22,18,0.1548,0.1421
4,22,19,0.2602,0.3078
4,22,20,0.2619,0.2839
4,22,21,0.2394,0.2583
4,22,22,0.1693,0.1892
4,22,23,0.1252,0.0771
4,23,0,0.0996,0.1184
4,23,1,0.0826,0.0952
4,23,2,0.0731,0.0546
4,23,3,0.069,0.0648
4,23,4,0.0738,0.0731
4,23,5,0.0808,0.0781
4,23,6,0.1104,0.1196
4,23,7,0.1469,0.1994
4,23,8,0.091,0.1156
4,23,9,0.0623,0.0419
4,23,10,0.1239,0.1431
4,23,11,0.1229,0.1638
4,23,12,0.1228,0.1347
4,23,13,0.1206,0.1534
4,23,14,0.059,0.0887
4,23,15,0.0589,0.074
4,23,16,0.0595,0.0632
4,23,17,0.0586,0.0739
4,23,18,0.1548,0.1605
4,23,19,0.2602,0.2618
4,23,20,0.2619,0.2389
4,23,21,0.2394,0.333
4,23,22,0.1693,0.1347
4,23,23,0.1252,0.1732
4,24,0,0.0996,0.112
4,24,1,0.0826,0.0537
4,24,2,0.0731,0.0799
4,24,3,0.069,0.0328
4,24,4,0.0738,0.0854
4,24,5,0.0808,0.0987
4,24,6,0.1104,0.094
4,24,7,0.1469,0.1514
4,24,8,0.091,0.1355
4,24,9,0.0623,0.0544
4,24,10,0.1239,0.0911
4,24,11,0.1229,0.1685
4,24,12,0.1228,0.1831
4,24,13,0.1206,0.1207
4,24,14,0.059,0.0739
4,24,15,0.0589,0.0787
4,24,16,0.0595,0.0484
4,24,17,0.0586,0.0515
4,24,18,0.1548,0.2025
4,24,19,0.2602,0.3698
4,24,20,0.2619,0.2988
4,24,21,0.2394,0.1867
4,24,22,0.1693,0.2534
4,24,23,0.1252,0.1086
4,25,0,0.0996,0.0912
4,25,1,0.0826,0.0896
4,25,2,0.0731,0.1016
4,25,3,0.069,0.0837
4,25,4,0.0738,0.0815
4,25,5,0.0808,0.0902
4,25,6,0.1104,0.1116
4,25,7,0.1469,0.1674
4,25,8,0.091,0.0335
4,25,9,0.0623,0.0577
4,25,10,0.1239,0.1314
4,25,11,0.1229,0.0876
4,25,12,0.1228,0.1347
4,25,13,0.1206,0.1144
4,25,14,0.059,0.0849
4,25,15,0.0589,0.0821
4,25,16,0.0595,0.0525
4,25,17,0.0586,0.0564
4,25,18,0.1548,0.152
4,25,19,0.2602,0.2308
4,25,20,0.2619,0.2747
4,25,21,0.2394,0.194
4,25,22,0.1693,0.1214
4,25,23,0.1252,0.1447
4,26,0,0.0996,0.1152
4,26,1,0.0826,0.066
4,26,2,0.0731,0.0895
4,26,3,0.069,0.0581
4,26,4,0.0738,0.0785
4,26,5,0.0808,0.0974
4,26,6,0.1104,0.1095
4,26,7,0.1469,0.1636
4,26,8,0.091,0.0793
4,26,9,0.0623,0.0593
4,26,10,0.1239,0.1175
4,26,11,0.1229,0.1
4,26,12,0.1228,0.1174
4,26,13,0.1206,0.0739
4,26,14,0.059,0.0518
4,26,15,0.0589,0.0547
4,26,16,0.0595,0.0557
4,26,17,0.0586,0.0551
4,26,18,0.1548,0.1525
4,26,19,0.2602,0.2914
4,26,20,0.2619,0.3192
4,26,21,0.2394,0.2005
4,26,22,0.1693,0.1184
4,26,23,0.1252,0.0926
4,27,0,0.0996,0.0874
4,27,1,0.0826,0.0753
4,27,2,0.0731,0.0591
4,27,3,0.069,0.0466
4,27,4,0.0738,0.0654
4,27,5,0.0808,0.0845
4,27,6,0.1104,0.1268
4,27,7,0.1469,0.1264
4,27,8,0.091,0.0816
4,27,9,0.0623,0.0479
4,27,10,0.1239,0.1229
4,27,11,0.1229,0.0969
4,27,12,0.1228,0.1404
4,27,13,0.1206,0.0667
4,27,14,0.059,0.0537
4,27,15,0.0589,0.0633
4,27,16,0.0595,0.0622
4,27,17,0.0586,0.0981
4,27,18,0.1548,0.1684
4,27,19,0.2602,0.1949
4,27,20,0.2619,0.2557
4,27,21,0.2394,0.1331
4,27,22,0.1693,0.1659
4,27,23,0.1252,0.0991
4,28,0,0.0996,0.1223
4,28,1,0.0826,0.0712
4,28,2,0.0731,0.071
4,28,3,0.069,0.058
4,28,4,0.0738,0.1059
4,28,5,0.0808,0.0744
4,28,6,0.1104,0.161
4,28,7,0.1469,0.1768
4,28,8,0.091,0.102
4,28,9,0.0623,0.0681
4,28,10,0.1239,0.1361
4,28,11,0.1229,0.0637
4,28,12,0.1228,0.1143
4,28,13,0.1206,0.146
4,28,14,0.059,0.0583
4,28,15,0.0589,0.0382
4,28,16,0.0595,0.0587
4,28,17,0.0586,0.0836
4,28,18,0.1548,0.2031
4,28,19,0.2602,0.2562
4,28,20,0.2619,0.3242
4,28,21,0.2394,0.2175
4,28,22,0.1693,0.0972
4,28,23,0.1252,0.0963
4,29,0,0.0996,0.1385
4,29,1,0.0826,0.0769
4,29,2,0.0731,0.0687
4,29,3,0.069,0.0638
4,29,4,0.0738,0.109
4,29,5,0.0808,0.1137
4,29,6,0.1104,0.1716
4,29,7,0.1469,0.141
4,29,8,0.091,0.0977
4,29,9,0.0623,0.0387
4,29,10,0.1239,0.1696
4,29,11,0.1229,0.087
4,29,12,0.1228,0.1295
4,29,13,0.1206,0.0875
4,29,14,0.059,0.0503
4,29,15,0.0589,0.0466
4,29,16,0.0595,0.0504
4,29,17,0.0586,0.0507
4,29,18,0.1548,0.1336
4,29,19,0.2602,0.3144
4,29,20,0.2619,0.1896
4,29,21,0.2394,0.2526
4,29,22,0.1693,0.2208
4,29,23,0.1252,0.1091
4,30,0,0.0996,0.0817
4,30,1,0.0826,0.0778
4,30,2,0.0731,0.0947
4,30,3,0.069,0.0723
4,30,4,0.0738,0.064
4,30,5,0.0808,0.0906
4,30,6,0.1104,0.08
4,30,7,0.1469,0.1719
4,30,8,0.091,0.1003
4,30,9,0.0623,0.0575
4,30,10,0.1239,0.0979
4,30,11,0.1229,0.0957
4,30,12,0.1228,0.1393
4,30,13,0.1206,0.1576
4,30,14,0.059,0.0496
4,30,15,0.0589,0.0656
4,30,16,0.0595,0.0284
4,30,17,0.0586,0.05
4,30,18,0.1548,0.1536
4,30,19,0.2602,0.201
4,30,20,0.2619,0.2006
4,30,21,0.2394,0.1994
4,30,22,0.1693,0.1817
4,30,23,0.1252,0.1193
5,1,0,0.0943,0.0415
5,1,1,0.0782,0.0367
5,1,2,0.0693,0.0588
5,1,3,0.0653,0.0728
5,1,4,0.0699,0.0219
5,1,5,0.0766,0.067
5,1,6,0.1046,0.0908
5,1,7,0.1391,0.1874
5,1,8,0.0862,0.0779
5,1,9,0.059,0.0647
5,1,10,0.1174,0.1215
5,1,11,0.1165,0.0544
5,1,12,0.1164,0.1387
5,1,13,0.1142,0.1204
5,1,14,0.0559,0.063
5,1,15,0.0558,0.1106
5,1,16,0.0563,0.027
5,1,17,0.0555,0.0795
5,1,18,0.1467,0.1362
5,1,19,0.2465,0.2642
5,1,20,0.2481,0.2453
5,1,21,0.2268,0.2027
5,1,22,0.1604,0.1375
5,1,23,0.1186,0.1284
5,2,0,0.0943,0.0585
5,2,1,0.0782,0.0929
5,2,2,0.0693,0.0621
5,2,3,0.0653,0.0469
5,2,4,0.0699,0.0621
5,2,5,0.0766,0.1007
5,2,6,0.1046,0.0906
5,2,7,0.1391,0.1516
5,2,8,0.0862,0.0705
5,2,9,0.059,0.0702
5,2,10,0.1174,0.1375
5,2,11,0.1165,0.1703
5,2,12,0.1164,0.1113
5,2,13,0.1142,0.1333
5,2,14,0.0559,0.0573
5,2,15,0.0558,0.0739
5,2,16,0.0563,0.0462
5,2,17,0.0555,0.0659
5,2,18,0.1467,0.1396
5,2,19,0.2465,0.2426
5,2,20,0.2481,0.2538
5,2,21,0.2268,0.2411
5,2,22,0.1604,0.1557
5,2,23,0.1186,0.125
5,3,0,0.0943,0.1315
5,3,1,0.0782,0.0975
5,3,2,0.0693,0.0844
5,3,3,0.0653,0.0579
5,3,4,0.0699,0.0544
5,3,5,0.0766,0.0949
5,3,6,0.1046,0.1275
5,3,7,0.1391,0.1904
5,3,8,0.0862,0.0732
5,3,9,0.059,0.0557
5,3,10,0.1174,0.0693
5,3,11,0.1165,0.105
5,3,12,0.1164,0.1454
5,3,13,0.1142,0.1009
5,3,14,0.0559,0.0648
5,3,15,0.0558,0.0531
5,3,16,0.0563,0.0609
5,3,17,0.0555,0.0396
5,3,18,0.1467,0.1498
5,3,19,0.2465,0.0622
5,3,20,0.2481,0.2365
5,3,21,0.2268,0.1344
5,3,22,0.1604,0.2087
5,3,23,0.1186,0.1417
5,4,0,0.0943,0.1053
5,4,1,0.0782,0.1079
5,4,2,0.0693,0.0529
5,4,3,0.0653,0.0939
5,4,4,0.0699,0.0862
5,4,5,0.0766,0.0721
5,4,6,0.1046,0.1343
5,4,7,0.1391,0.1007
5,4,8,0.0862,0.0684
5,4,9,0.059,0.0501
5,4,10,0.1174,0.1018
5,4,11,0.1165,0.0857
5,4,12,0.1164,0.152
5,4,13,0.1142,0.1068
5,4,14,0.0559,0.0608
5,4,15,0.0558,0.0478
5,4,16,0.0563,0.0307
5,4,17,0.0555,0.0593
5,4,18,0.1467,0.0766
5,4,19,0.2465,0.2423
5,4,20,0.2481,0.1632
5,4,21,0.2268,0.3395
5,4,22,0.1604,0.1969
5,4,23,0.1186,0.1218
5,5,0,0.0943,0.1241
5,5,1,0.0782,0.0617
5,5,2,0.0693,0.0787
5,5,3,0.0653,0.0686
5,5,4,0.0699,0.0745
5,5,5,0.0766,0.101
5,5,6,0.1046,0.1237
5,5,7,0.1391,0.1492
5,5,8,0.0862,0.0505
5,5,9,0.059,0.0449
5,5,10,0.1174,0.1138
5,5,11,0.1165,0.1192
5,5,12,0.1164,0.0835
5,5,13,0.1142,0.1831
5,5,14,0.0559,0.0771
5,5,15,0.0558,0.0642
5,5,16,0.0563,0.0574
5,5,17,0.0555,0.0526
5,5,18,0.1467,0.1118
5,5,19,0.2465,0.2513
5,5,20,0.2481,0.2641
5,5,21,0.2268,0.1564
5,5,22,0.1604,0.1738
5,5,23,0.1186,0.114
5,6,0,0.0943,0.0493
5,6,1,0.0782,0.0614
5,6,2,0.0693,0.0621
5,6,3,0.0653,0.0962
5,6,4,0.0699,0.0797
5,6,5,0.0766,0.051
5,6,6,0.1046,0.1173
5,6,7,0.1391,0.0853
5,6,8,0.0862,0.1096
5,6,9,0.059,0.0521
5,6,10,0.1174,0.1146
5,6,11,0.1165,0.1551
5,6,12,0.1164,0.0789
5,6,13,0.1142,0.0743
5,6,14,0.0559,0.0477
5,6,15,0.0558,0.0703
5,6,16,0.0563,0.0349
5,6,17,0.0555,0.0162
5,6,18,0.1467,0.1302
5,6,19,0.2465,0.2805
5,6,20,0.2481,0.3226
5,6,21,0.2268,0.2005
5,6,22,0.1604,0.1439
5,6,23,0.1186,0.1528
5,7,0,0.0943,0.0502
5,7,1,0.0782,0.0706
5,7,2,0.0693,0.0726
5,7,3,0.0653,0.0727
5,7,4,0.0699,0.061
5,7,5,0.0766,0.0772
5,7,6,0.1046,0.0395
5,7,7,0.1391,0.1162
5,7,8,0.0862,0.096
5,7,9,0.059,0.0445
5,7,10,0.1174,0.1191
5,7,11,0.1165,0.1295
5,7,12,0.1164,0.1064
5,7,13,0.1142,0.1191
5,7,14,0.0559,0.0424
